experiment,condition_id,context,fragment_names,n_fragments,active_fragments,n_active_fragments,cue_stanchions,cue_waiting_area,cue_service_sign,cue_social_density,n_primitives,primitive_set,sequence,sequence_length,backbone_length,total_VFE,mean_VFE,max_VFE,total_EFE,efe_rate,per_transition_VFE,n_obligatory,n_advancing,n_returning,topology_density,inferred_context,belief_confidence,belief_entropy,belief_reception,belief_corridor,belief_hospital,effective_affinities,weighted_scores,primitive_weights,D_KL_from_baseline
exp2,exp2_reception_k3_approach_service_courtesy_space_direct_approach,reception,"approach_service,courtesy_space,direct_approach",3,"approach_service,direct_approach",2,0,0,0,0,3,"approach-counter,engage-staff,gaze-at-agent",approach-counter -> engage-staff -> gaze-at-agent,3,3,0.0,0.0,-0.0,0.974519,0.32484,0.0,0,3,0,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.093125, ""approach_service"": 0.091875}","{""approach-counter"": 0.0925, ""engage-staff"": 0.046563, ""gaze-at-agent"": 0.045937}",0.0
exp2,exp2_reception_k4_observe_scene_queue_position_wait_patiently_approach_service,reception,"observe_scene,queue_position,wait_patiently,approach_service",4,"observe_scene,queue_position,wait_patiently,approach_service",4,0,0,0,0,8,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass -> wait-acknowledge,8,5,9.21034,1.315763,2.302585,24.310446,3.038806,1.315763,2,5,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072}","{""approach_service"": 0.085861, ""observe_scene"": 0.085856, ""queue_position"": 0.081405, ""wait_patiently"": 0.076945}","{""approach-counter"": 0.042931, ""gaze-at-agent"": 0.042931, ""gaze-scan"": 0.042928, ""scan-environment"": 0.042928, ""position-in-queue"": 0.040702, ""yield-pass"": 0.040702, ""wait-acknowledge"": 0.038472, ""wait-for-turn"": 0.038472}",0.0
exp2,exp2_reception_k4_observe_scene_queue_position_wait_patiently_courtesy_space,reception,"observe_scene,queue_position,wait_patiently,courtesy_space",4,"observe_scene,queue_position,wait_patiently",3,0,0,0,0,6,"gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> gaze-scan -> position-in-queue -> wait-for-turn -> yield-pass -> wait-acknowledge,6,3,6.907755,1.381551,2.302585,19.815555,3.302592,1.381551,2,3,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""courtesy_space"": 0.307749}","{""observe_scene"": 0.083918, ""queue_position"": 0.080018, ""wait_patiently"": 0.076095}","{""gaze-scan"": 0.041959, ""scan-environment"": 0.041959, ""position-in-queue"": 0.040009, ""yield-pass"": 0.040009, ""wait-acknowledge"": 0.038047, ""wait-for-turn"": 0.038047}",0.0
exp2,exp2_reception_k4_observe_scene_queue_position_wait_patiently_direct_approach,reception,"observe_scene,queue_position,wait_patiently,direct_approach",4,"observe_scene,queue_position,wait_patiently,direct_approach",4,0,0,0,0,8,"approach-counter,engage-staff,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> engage-staff -> wait-acknowledge -> gaze-scan -> yield-pass,8,5,2.302585,0.328941,2.302585,23.573416,2.946677,0.328941,2,5,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""direct_approach"": 0.931688}","{""direct_approach"": 0.088874, ""observe_scene"": 0.086251, ""queue_position"": 0.08181, ""wait_patiently"": 0.077382}","{""approach-counter"": 0.044437, ""engage-staff"": 0.044437, ""gaze-scan"": 0.043125, ""scan-environment"": 0.043125, ""position-in-queue"": 0.040905, ""yield-pass"": 0.040905, ""wait-acknowledge"": 0.038691, ""wait-for-turn"": 0.038691}",0.0
exp2,exp2_reception_k4_observe_scene_queue_position_approach_service_courtesy_space,reception,"observe_scene,queue_position,approach_service,courtesy_space",4,"observe_scene,queue_position,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",scan-environment -> position-in-queue -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass,6,4,9.21034,1.842068,2.302585,16.759165,2.793194,1.842068,2,4,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749}","{""approach_service"": 0.087977, ""observe_scene"": 0.087974, ""queue_position"": 0.084064}","{""approach-counter"": 0.043988, ""gaze-at-agent"": 0.043988, ""gaze-scan"": 0.043987, ""scan-environment"": 0.043987, ""position-in-queue"": 0.042032, ""yield-pass"": 0.042032}",0.0
exp2,exp2_reception_k4_observe_scene_queue_position_approach_service_direct_approach,reception,"observe_scene,queue_position,approach_service,direct_approach",4,"observe_scene,queue_position,approach_service,direct_approach",4,0,0,0,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> gaze-at-agent -> scan-environment -> gaze-scan -> position-in-queue -> yield-pass,7,5,6.907755,1.151293,2.302585,17.604051,2.514864,1.151293,2,5,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""approach_service"": 0.896072, ""direct_approach"": 0.931688}","{""direct_approach"": 0.091715, ""approach_service"": 0.089448, ""observe_scene"": 0.089184, ""queue_position"": 0.084782}","{""approach-counter"": 0.090581, ""engage-staff"": 0.045857, ""gaze-at-agent"": 0.044724, ""gaze-scan"": 0.044592, ""scan-environment"": 0.044592, ""position-in-queue"": 0.042391, ""yield-pass"": 0.042391}",0.0
exp2,exp2_reception_k4_observe_scene_queue_position_courtesy_space_direct_approach,reception,"observe_scene,queue_position,courtesy_space,direct_approach",4,"observe_scene,queue_position,direct_approach",3,0,0,0,0,6,"approach-counter,engage-staff,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> scan-environment -> gaze-scan -> position-in-queue -> yield-pass,6,4,6.907755,1.381551,2.302585,16.144081,2.69068,1.381551,2,4,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.090958, ""observe_scene"": 0.088749, ""queue_position"": 0.084957}","{""approach-counter"": 0.045479, ""engage-staff"": 0.045479, ""gaze-scan"": 0.044374, ""scan-environment"": 0.044374, ""position-in-queue"": 0.042478, ""yield-pass"": 0.042478}",0.0
exp2,exp2_reception_k4_observe_scene_wait_patiently_approach_service_courtesy_space,reception,"observe_scene,wait_patiently,approach_service,courtesy_space",4,"observe_scene,wait_patiently,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> approach-counter -> scan-environment -> gaze-scan -> wait-for-turn,6,4,9.21034,1.842068,2.302585,16.438789,2.739798,1.842068,0,4,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749}","{""approach_service"": 0.085978, ""observe_scene"": 0.085971, ""wait_patiently"": 0.078131}","{""approach-counter"": 0.042989, ""gaze-at-agent"": 0.042989, ""gaze-scan"": 0.042986, ""scan-environment"": 0.042986, ""wait-acknowledge"": 0.039066, ""wait-for-turn"": 0.039066}",0.0
exp2,exp2_reception_k4_observe_scene_wait_patiently_approach_service_direct_approach,reception,"observe_scene,wait_patiently,approach_service,direct_approach",4,"observe_scene,wait_patiently,approach_service,direct_approach",4,0,0,0,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> scan-environment -> wait-acknowledge,7,5,9.21034,1.535057,2.302585,18.119641,2.58852,1.535057,0,5,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""direct_approach"": 0.931688}","{""direct_approach"": 0.090634, ""approach_service"": 0.088172, ""observe_scene"": 0.087771, ""wait_patiently"": 0.078941}","{""approach-counter"": 0.089403, ""engage-staff"": 0.045317, ""gaze-at-agent"": 0.044086, ""gaze-scan"": 0.043886, ""scan-environment"": 0.043886, ""wait-acknowledge"": 0.03947, ""wait-for-turn"": 0.03947}",0.0
exp2,exp2_reception_k4_observe_scene_wait_patiently_courtesy_space_direct_approach,reception,"observe_scene,wait_patiently,courtesy_space,direct_approach",4,"observe_scene,wait_patiently,direct_approach",3,0,0,0,0,6,"approach-counter,engage-staff,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",wait-for-turn -> gaze-scan -> approach-counter -> engage-staff -> wait-acknowledge -> scan-environment,6,4,2.302585,0.460517,2.302585,15.649888,2.608315,0.460517,0,4,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""wait_patiently"": 0.703971, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.089105, ""observe_scene"": 0.086603, ""wait_patiently"": 0.07899}","{""approach-counter"": 0.044553, ""engage-staff"": 0.044553, ""gaze-scan"": 0.043302, ""scan-environment"": 0.043302, ""wait-acknowledge"": 0.039495, ""wait-for-turn"": 0.039495}",0.0
exp2,exp2_reception_k4_observe_scene_approach_service_courtesy_space_direct_approach,reception,"observe_scene,approach_service,courtesy_space,direct_approach",4,"observe_scene,approach_service,direct_approach",3,0,0,0,0,5,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> approach-counter -> engage-staff -> gaze-at-agent -> scan-environment,5,4,2.302585,0.575646,2.302585,9.431048,1.88621,0.575646,0,4,1,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.09297, ""approach_service"": 0.09108, ""observe_scene"": 0.090944}","{""approach-counter"": 0.092025, ""engage-staff"": 0.046485, ""gaze-at-agent"": 0.04554, ""gaze-scan"": 0.045472, ""scan-environment"": 0.045472}",0.0
exp2,exp2_reception_k4_queue_position_wait_patiently_approach_service_courtesy_space,reception,"queue_position,wait_patiently,approach_service,courtesy_space",4,"queue_position,wait_patiently,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,position-in-queue,wait-acknowledge,wait-for-turn,yield-pass",position-in-queue -> wait-for-turn -> yield-pass -> approach-counter -> gaze-at-agent -> wait-acknowledge,6,4,4.60517,0.921034,2.302585,14.551276,2.425213,0.921034,2,4,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749}","{""approach_service"": 0.083918, ""queue_position"": 0.080012, ""wait_patiently"": 0.07609}","{""approach-counter"": 0.041959, ""gaze-at-agent"": 0.041959, ""position-in-queue"": 0.040006, ""yield-pass"": 0.040006, ""wait-acknowledge"": 0.038045, ""wait-for-turn"": 0.038045}",0.0
exp2,exp2_reception_k4_queue_position_wait_patiently_approach_service_direct_approach,reception,"queue_position,wait_patiently,approach_service,direct_approach",4,"queue_position,wait_patiently,approach_service,direct_approach",4,0,0,0,0,7,"approach-counter,engage-staff,gaze-at-agent,position-in-queue,wait-acknowledge,wait-for-turn,yield-pass",position-in-queue -> wait-for-turn -> yield-pass -> approach-counter -> gaze-at-agent -> engage-staff -> wait-acknowledge,7,5,4.60517,0.767528,2.302585,16.258247,2.322607,0.767528,2,5,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""direct_approach"": 0.931688}","{""direct_approach"": 0.089355, ""approach_service"": 0.086842, ""queue_position"": 0.081865, ""wait_patiently"": 0.077438}","{""approach-counter"": 0.088098, ""engage-staff"": 0.044677, ""gaze-at-agent"": 0.043421, ""position-in-queue"": 0.040932, ""yield-pass"": 0.040932, ""wait-acknowledge"": 0.038719, ""wait-for-turn"": 0.038719}",0.0
exp2,exp2_reception_k4_queue_position_wait_patiently_courtesy_space_direct_approach,reception,"queue_position,wait_patiently,courtesy_space,direct_approach",4,"queue_position,wait_patiently,direct_approach",3,0,0,0,0,6,"approach-counter,engage-staff,position-in-queue,wait-acknowledge,wait-for-turn,yield-pass",position-in-queue -> wait-for-turn -> approach-counter -> engage-staff -> wait-acknowledge -> yield-pass,6,4,0.0,0.0,-0.0,13.797299,2.29955,0.0,2,4,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.086866, ""queue_position"": 0.080493, ""wait_patiently"": 0.076666}","{""approach-counter"": 0.043433, ""engage-staff"": 0.043433, ""position-in-queue"": 0.040247, ""yield-pass"": 0.040247, ""wait-acknowledge"": 0.038333, ""wait-for-turn"": 0.038333}",0.0
exp2,exp2_reception_k4_queue_position_approach_service_courtesy_space_direct_approach,reception,"queue_position,approach_service,courtesy_space,direct_approach",4,"queue_position,approach_service,direct_approach",3,0,0,0,0,5,"approach-counter,engage-staff,gaze-at-agent,position-in-queue,yield-pass",yield-pass -> approach-counter -> engage-staff -> gaze-at-agent -> position-in-queue,5,4,2.302585,0.575646,2.302585,8.332436,1.666487,0.575646,2,4,1,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""queue_position"": 0.799894, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.091302, ""approach_service"": 0.089235, ""queue_position"": 0.085028}","{""approach-counter"": 0.090268, ""engage-staff"": 0.045651, ""gaze-at-agent"": 0.044617, ""position-in-queue"": 0.042514, ""yield-pass"": 0.042514}",0.0
exp2,exp2_reception_k4_wait_patiently_approach_service_courtesy_space_direct_approach,reception,"wait_patiently,approach_service,courtesy_space,direct_approach",4,"wait_patiently,approach_service,direct_approach",3,0,0,0,0,5,"approach-counter,engage-staff,gaze-at-agent,wait-acknowledge,wait-for-turn",wait-for-turn -> approach-counter -> gaze-at-agent -> engage-staff -> wait-acknowledge,5,4,2.302585,0.575646,2.302585,8.572533,1.714507,0.575646,0,4,1,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.089773, ""approach_service"": 0.087427, ""wait_patiently"": 0.079117}","{""approach-counter"": 0.0886, ""engage-staff"": 0.044886, ""gaze-at-agent"": 0.043714, ""wait-acknowledge"": 0.039558, ""wait-for-turn"": 0.039558}",0.0
exp2,exp2_reception_k5_observe_scene_queue_position_wait_patiently_approach_service_courtesy_space,reception,"observe_scene,queue_position,wait_patiently,approach_service,courtesy_space",5,"observe_scene,queue_position,wait_patiently,approach_service",4,0,0,0,0,8,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass -> wait-acknowledge,8,5,9.21034,1.315763,2.302585,24.310446,3.038806,1.315763,2,5,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749}","{""approach_service"": 0.085861, ""observe_scene"": 0.085856, ""queue_position"": 0.081405, ""wait_patiently"": 0.076945}","{""approach-counter"": 0.042931, ""gaze-at-agent"": 0.042931, ""gaze-scan"": 0.042928, ""scan-environment"": 0.042928, ""position-in-queue"": 0.040702, ""yield-pass"": 0.040702, ""wait-acknowledge"": 0.038472, ""wait-for-turn"": 0.038472}",0.0
exp2,exp2_reception_k5_observe_scene_queue_position_wait_patiently_approach_service_direct_approach,reception,"observe_scene,queue_position,wait_patiently,approach_service,direct_approach",5,"observe_scene,queue_position,wait_patiently,approach_service,direct_approach",5,0,0,0,0,9,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge,9,6,9.21034,1.151293,2.302585,26.15983,2.906648,1.151293,2,6,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""direct_approach"": 0.931688}","{""direct_approach"": 0.090141, ""approach_service"": 0.087569, ""observe_scene"": 0.08722, ""queue_position"": 0.082485, ""wait_patiently"": 0.077757}","{""approach-counter"": 0.088855, ""engage-staff"": 0.04507, ""gaze-at-agent"": 0.043784, ""gaze-scan"": 0.04361, ""scan-environment"": 0.04361, ""position-in-queue"": 0.041242, ""yield-pass"": 0.041242, ""wait-acknowledge"": 0.038878, ""wait-for-turn"": 0.038878}",0.0
exp2,exp2_reception_k5_observe_scene_queue_position_wait_patiently_courtesy_space_direct_approach,reception,"observe_scene,queue_position,wait_patiently,courtesy_space,direct_approach",5,"observe_scene,queue_position,wait_patiently,direct_approach",4,0,0,0,0,8,"approach-counter,engage-staff,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> engage-staff -> wait-acknowledge -> gaze-scan -> yield-pass,8,5,2.302585,0.328941,2.302585,23.573416,2.946677,0.328941,2,5,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.088874, ""observe_scene"": 0.086251, ""queue_position"": 0.08181, ""wait_patiently"": 0.077382}","{""approach-counter"": 0.044437, ""engage-staff"": 0.044437, ""gaze-scan"": 0.043125, ""scan-environment"": 0.043125, ""position-in-queue"": 0.040905, ""yield-pass"": 0.040905, ""wait-acknowledge"": 0.038691, ""wait-for-turn"": 0.038691}",0.0
exp2,exp2_reception_k5_observe_scene_queue_position_approach_service_courtesy_space_direct_approach,reception,"observe_scene,queue_position,approach_service,courtesy_space,direct_approach",5,"observe_scene,queue_position,approach_service,direct_approach",4,0,0,0,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> gaze-at-agent -> scan-environment -> gaze-scan -> position-in-queue -> yield-pass,7,5,6.907755,1.151293,2.302585,17.604051,2.514864,1.151293,2,5,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.091715, ""approach_service"": 0.089448, ""observe_scene"": 0.089184, ""queue_position"": 0.084782}","{""approach-counter"": 0.090581, ""engage-staff"": 0.045857, ""gaze-at-agent"": 0.044724, ""gaze-scan"": 0.044592, ""scan-environment"": 0.044592, ""position-in-queue"": 0.042391, ""yield-pass"": 0.042391}",0.0
exp2,exp2_reception_k5_observe_scene_wait_patiently_approach_service_courtesy_space_direct_approach,reception,"observe_scene,wait_patiently,approach_service,courtesy_space,direct_approach",5,"observe_scene,wait_patiently,approach_service,direct_approach",4,0,0,0,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> scan-environment -> wait-acknowledge,7,5,9.21034,1.535057,2.302585,18.119641,2.58852,1.535057,0,5,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.090634, ""approach_service"": 0.088172, ""observe_scene"": 0.087771, ""wait_patiently"": 0.078941}","{""approach-counter"": 0.089403, ""engage-staff"": 0.045317, ""gaze-at-agent"": 0.044086, ""gaze-scan"": 0.043886, ""scan-environment"": 0.043886, ""wait-acknowledge"": 0.03947, ""wait-for-turn"": 0.03947}",0.0
exp2,exp2_reception_k5_queue_position_wait_patiently_approach_service_courtesy_space_direct_approach,reception,"queue_position,wait_patiently,approach_service,courtesy_space,direct_approach",5,"queue_position,wait_patiently,approach_service,direct_approach",4,0,0,0,0,7,"approach-counter,engage-staff,gaze-at-agent,position-in-queue,wait-acknowledge,wait-for-turn,yield-pass",position-in-queue -> wait-for-turn -> yield-pass -> approach-counter -> gaze-at-agent -> engage-staff -> wait-acknowledge,7,5,4.60517,0.767528,2.302585,16.258247,2.322607,0.767528,2,5,2,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.089355, ""approach_service"": 0.086842, ""queue_position"": 0.081865, ""wait_patiently"": 0.077438}","{""approach-counter"": 0.088098, ""engage-staff"": 0.044677, ""gaze-at-agent"": 0.043421, ""position-in-queue"": 0.040932, ""yield-pass"": 0.040932, ""wait-acknowledge"": 0.038719, ""wait-for-turn"": 0.038719}",0.0
exp2,exp2_reception_k6_observe_scene_queue_position_wait_patiently_approach_service_courtesy_space_direct_approach,reception,"observe_scene,queue_position,wait_patiently,approach_service,courtesy_space,direct_approach",6,"observe_scene,queue_position,wait_patiently,approach_service,direct_approach",5,0,0,0,0,9,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge,9,6,9.21034,1.151293,2.302585,26.15983,2.906648,1.151293,2,6,3,1.0,reception,0.976857,0.120736,0.976857,0.004033,0.019109,"{""observe_scene"": 0.897028, ""queue_position"": 0.799894, ""wait_patiently"": 0.703971, ""approach_service"": 0.896072, ""courtesy_space"": 0.307749, ""direct_approach"": 0.931688}","{""direct_approach"": 0.090141, ""approach_service"": 0.087569, ""observe_scene"": 0.08722, ""queue_position"": 0.082485, ""wait_patiently"": 0.077757}","{""approach-counter"": 0.088855, ""engage-staff"": 0.04507, ""gaze-at-agent"": 0.043784, ""gaze-scan"": 0.04361, ""scan-environment"": 0.04361, ""position-in-queue"": 0.041242, ""yield-pass"": 0.041242, ""wait-acknowledge"": 0.038878, ""wait-for-turn"": 0.038878}",0.0
exp2,exp2_corridor_k1_observe_scene,corridor,observe_scene,1,observe_scene,1,0,0,0,0,2,"gaze-scan,scan-environment",gaze-scan -> scan-environment,2,1,0.0,0.0,-0.0,1.406395,0.703198,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845}","{""observe_scene"": 0.0225}","{""gaze-scan"": 0.01125, ""scan-environment"": 0.01125}",0.0
exp2,exp2_corridor_k1_queue_position,corridor,queue_position,1,,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,4.60517,4.60517,0.0,0,0,0,0.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968}",{},{},0.0
exp2,exp2_corridor_k1_wait_patiently,corridor,wait_patiently,1,wait_patiently,1,0,0,0,0,2,"wait-acknowledge,wait-for-turn",wait-acknowledge -> wait-for-turn,2,1,0.0,0.0,-0.0,8.740337,4.370168,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961}","{""wait_patiently"": 0.028125}","{""wait-acknowledge"": 0.014063, ""wait-for-turn"": 0.014063}",0.0
exp2,exp2_corridor_k1_approach_service,corridor,approach_service,1,approach_service,1,0,0,0,0,2,"approach-counter,gaze-at-agent",approach-counter -> gaze-at-agent,2,2,0.0,0.0,-0.0,11.736069,5.868035,0.0,0,2,0,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""approach_service"": 0.442803}","{""approach_service"": 0.0225}","{""approach-counter"": 0.01125, ""gaze-at-agent"": 0.01125}",0.0
exp2,exp2_corridor_k1_courtesy_space,corridor,courtesy_space,1,courtesy_space,1,0,0,0,0,2,"gaze-avert,yield-pass",gaze-avert -> yield-pass,2,0,0.0,0.0,-0.0,6.214608,3.107304,0.0,1,0,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""courtesy_space"": 0.765362}","{""courtesy_space"": 0.045}","{""gaze-avert"": 0.0225, ""yield-pass"": 0.0225}",0.0
exp2,exp2_corridor_k1_direct_approach,corridor,direct_approach,1,,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,4.60517,4.60517,0.0,0,0,0,0.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""direct_approach"": 0.237669}",{},{},0.0
exp2,exp2_corridor_k2_observe_scene_queue_position,corridor,"observe_scene,queue_position",2,observe_scene,1,0,0,0,0,2,"gaze-scan,scan-environment",gaze-scan -> scan-environment,2,1,0.0,0.0,-0.0,1.406395,0.703198,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968}","{""observe_scene"": 0.0225}","{""gaze-scan"": 0.01125, ""scan-environment"": 0.01125}",0.0
exp2,exp2_corridor_k2_observe_scene_wait_patiently,corridor,"observe_scene,wait_patiently",2,"observe_scene,wait_patiently",2,0,0,0,0,4,"gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-scan -> wait-acknowledge -> scan-environment -> wait-for-turn,4,2,4.60517,1.535057,2.302585,13.751576,3.437894,1.535057,0,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961}","{""wait_patiently"": 0.04625, ""observe_scene"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""gaze-scan"": 0.021875, ""scan-environment"": 0.021875}",0.0
