experiment,condition_id,context,fragment_names,n_fragments,active_fragments,n_active_fragments,cue_stanchions,cue_waiting_area,cue_service_sign,cue_social_density,n_primitives,primitive_set,sequence,sequence_length,backbone_length,total_VFE,mean_VFE,max_VFE,total_EFE,efe_rate,per_transition_VFE,n_obligatory,n_advancing,n_returning,topology_density,inferred_context,belief_confidence,belief_entropy,belief_reception,belief_corridor,belief_hospital,effective_affinities,weighted_scores,primitive_weights,D_KL_from_baseline
exp1,exp1_corridor_0011,corridor,"observe_scene,approach_service,direct_approach,courtesy_space",4,"observe_scene,approach_service,direct_approach,courtesy_space",4,0,0,1,1,7,"approach-counter,engage-staff,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> scan-environment -> yield-pass -> gaze-avert,7,4,9.21034,1.535057,2.302585,11.415659,1.630808,1.535057,1,4,3,1.0,reception,0.640761,0.788289,0.640761,0.044884,0.314355,"{""observe_scene"": 0.86184, ""approach_service"": 0.846123, ""direct_approach"": 0.664853, ""courtesy_space"": 0.416749}","{""direct_approach"": 0.087434, ""approach_service"": 0.08402, ""observe_scene"": 0.083133, ""courtesy_space"": 0.055784}","{""engage-staff"": 0.043717, ""approach-counter"": 0.085727, ""gaze-at-agent"": 0.04201, ""scan-environment"": 0.041567, ""gaze-scan"": 0.041567, ""yield-pass"": 0.027892, ""gaze-avert"": 0.027892}",0.0
exp1,exp1_corridor_1011,corridor,"observe_scene,approach_service,queue_position,direct_approach,courtesy_space",5,"observe_scene,approach_service,queue_position,direct_approach",4,1,0,1,1,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> gaze-at-agent -> scan-environment -> gaze-scan -> yield-pass -> position-in-queue,7,5,6.907755,1.151293,2.302585,10.176111,1.45373,1.151293,2,5,2,1.0,reception,0.972845,0.134937,0.972845,0.003393,0.023762,"{""observe_scene"": 0.897116, ""approach_service"": 0.895927, ""queue_position"": 0.80068, ""direct_approach"": 0.928446, ""courtesy_space"": 0.308825}","{""direct_approach"": 0.091715, ""approach_service"": 0.089448, ""observe_scene"": 0.089184, ""queue_position"": 0.084782}","{""engage-staff"": 0.045857, ""approach-counter"": 0.090581, ""gaze-at-agent"": 0.044724, ""scan-environment"": 0.044592, ""gaze-scan"": 0.044592, ""yield-pass"": 0.042391, ""position-in-queue"": 0.042391}",0.0
exp1,exp1_corridor_0111,corridor,"observe_scene,approach_service,wait_patiently,direct_approach,courtesy_space",5,"observe_scene,approach_service,wait_patiently,direct_approach,courtesy_space",5,0,1,1,1,9,"approach-counter,engage-staff,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> yield-pass -> approach-counter -> gaze-at-agent -> engage-staff -> scan-environment -> wait-acknowledge -> gaze-avert,9,5,11.512925,1.439116,2.302585,16.456296,1.828477,1.439116,1,5,4,1.0,reception,0.52409,0.730189,0.52409,0.007412,0.468498,"{""observe_scene"": 0.872869, ""approach_service"": 0.849444, ""wait_patiently"": 0.815642, ""direct_approach"": 0.569643, ""courtesy_space"": 0.444255}","{""direct_approach"": 0.086664, ""approach_service"": 0.083308, ""observe_scene"": 0.082592, ""wait_patiently"": 0.072732, ""courtesy_space"": 0.053422}","{""engage-staff"": 0.043332, ""approach-counter"": 0.084986, ""gaze-at-agent"": 0.041654, ""scan-environment"": 0.041296, ""gaze-scan"": 0.041296, ""wait-acknowledge"": 0.036366, ""wait-for-turn"": 0.036366, ""yield-pass"": 0.026711, ""gaze-avert"": 0.026711}",0.0
exp1,exp1_corridor_1111,corridor,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach,courtesy_space",6,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach",5,1,1,1,1,9,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge,9,6,9.21034,1.151293,2.302585,15.310073,1.701119,1.151293,2,6,3,1.0,reception,0.956745,0.181625,0.956745,0.000674,0.042581,"{""observe_scene"": 0.897534, ""approach_service"": 0.895405, ""queue_position"": 0.803921, ""wait_patiently"": 0.71051, ""direct_approach"": 0.91543, ""courtesy_space"": 0.313111}","{""direct_approach"": 0.090141, ""approach_service"": 0.087569, ""observe_scene"": 0.08722, ""queue_position"": 0.082485, ""wait_patiently"": 0.077757}","{""engage-staff"": 0.04507, ""approach-counter"": 0.088855, ""gaze-at-agent"": 0.043784, ""scan-environment"": 0.04361, ""gaze-scan"": 0.04361, ""yield-pass"": 0.041242, ""position-in-queue"": 0.041242, ""wait-acknowledge"": 0.038878, ""wait-for-turn"": 0.038878}",0.0
exp1,exp1_hospital_0000,hospital,"observe_scene,approach_service",2,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",scan-environment -> gaze-scan -> approach-counter -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,4.970039,1.24251,1.535057,0,3,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745, ""approach_service"": 0.802513}","{""observe_scene"": 0.083125, ""approach_service"": 0.081875}","{""scan-environment"": 0.041563, ""gaze-scan"": 0.041563, ""gaze-at-agent"": 0.040938, ""approach-counter"": 0.040938}",0.0
exp1,exp1_hospital_1000,hospital,"observe_scene,approach_service,queue_position",3,"observe_scene,approach_service,queue_position",3,1,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",scan-environment -> position-in-queue -> yield-pass -> gaze-scan -> gaze-at-agent -> approach-counter,6,4,6.907755,1.381551,2.302585,9.573058,1.59551,1.381551,2,4,2,1.0,hospital,0.589714,0.685459,0.409035,0.001251,0.589714,"{""observe_scene"": 0.869889, ""approach_service"": 0.840403, ""queue_position"": 0.858346}","{""queue_position"": 0.086954, ""observe_scene"": 0.084995, ""approach_service"": 0.083043}","{""yield-pass"": 0.043477, ""position-in-queue"": 0.043477, ""scan-environment"": 0.042498, ""gaze-scan"": 0.042498, ""gaze-at-agent"": 0.041521, ""approach-counter"": 0.041521}",0.0
exp1,exp1_hospital_0100,hospital,"observe_scene,approach_service,wait_patiently",3,"observe_scene,approach_service,wait_patiently",3,0,1,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,8.573097,1.428849,1.381551,0,4,2,1.0,hospital,0.98021,0.09811,0.019639,0.000151,0.98021,"{""observe_scene"": 0.850914, ""approach_service"": 0.801903, ""wait_patiently"": 0.945022}","{""wait_patiently"": 0.08992, ""observe_scene"": 0.085991, ""approach_service"": 0.084042}","{""wait-acknowledge"": 0.04496, ""wait-for-turn"": 0.04496, ""scan-environment"": 0.042996, ""gaze-scan"": 0.042996, ""gaze-at-agent"": 0.042021, ""approach-counter"": 0.042021}",0.0
exp1,exp1_hospital_1100,hospital,"observe_scene,approach_service,queue_position,wait_patiently",4,"observe_scene,approach_service,queue_position,wait_patiently",4,1,1,0,0,8,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> wait-acknowledge -> yield-pass -> gaze-scan -> gaze-at-agent,8,5,4.60517,0.657881,2.302585,13.091759,1.63647,0.657881,2,5,3,1.0,hospital,0.712976,0.600442,0.286914,0.00011,0.712976,"{""observe_scene"": 0.864296, ""approach_service"": 0.828647, ""queue_position"": 0.871242, ""wait_patiently"": 0.878222}","{""wait_patiently"": 0.090835, ""queue_position"": 0.088602, ""observe_scene"": 0.086373, ""approach_service"": 0.084153}","{""wait-acknowledge"": 0.045418, ""wait-for-turn"": 0.045418, ""yield-pass"": 0.044301, ""position-in-queue"": 0.044301, ""scan-environment"": 0.043186, ""gaze-scan"": 0.043186, ""gaze-at-agent"": 0.042076, ""approach-counter"": 0.042076}",0.0
exp1,exp1_hospital_0010,hospital,"observe_scene,approach_service,direct_approach",3,"observe_scene,approach_service",2,0,0,1,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",scan-environment -> gaze-scan -> approach-counter -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,4.970039,1.24251,1.535057,0,3,1,1.0,hospital,0.911914,0.309401,0.085602,0.002484,0.911914,"{""observe_scene"": 0.853162, ""approach_service"": 0.807567, ""direct_approach"": 0.218606}","{""observe_scene"": 0.083125, ""approach_service"": 0.081875}","{""scan-environment"": 0.041563, ""gaze-scan"": 0.041563, ""gaze-at-agent"": 0.040938, ""approach-counter"": 0.040938}",0.0
exp1,exp1_hospital_1010,hospital,"observe_scene,approach_service,queue_position,direct_approach",4,"observe_scene,approach_service,queue_position,direct_approach",4,1,0,1,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> gaze-at-agent -> scan-environment -> gaze-scan -> yield-pass -> position-in-queue,7,5,6.907755,1.151293,2.302585,10.176111,1.45373,1.151293,2,5,2,1.0,reception,0.652817,0.6522,0.652817,0.000943,0.34624,"{""observe_scene"": 0.882216, ""approach_service"": 0.864904, ""queue_position"": 0.834152, ""direct_approach"": 0.672301}","{""direct_approach"": 0.091715, ""approach_service"": 0.089448, ""observe_scene"": 0.089184, ""queue_position"": 0.084782}","{""engage-staff"": 0.045857, ""approach-counter"": 0.090581, ""gaze-at-agent"": 0.044724, ""scan-environment"": 0.044592, ""gaze-scan"": 0.044592, ""yield-pass"": 0.042391, ""position-in-queue"": 0.042391}",0.0
exp1,exp1_hospital_0110,hospital,"observe_scene,approach_service,wait_patiently,direct_approach",4,"observe_scene,approach_service,wait_patiently",3,0,1,1,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,8.573097,1.428849,1.381551,0,4,2,1.0,hospital,0.948173,0.205104,0.051639,0.000188,0.948173,"{""observe_scene"": 0.852497, ""approach_service"": 0.805089, ""wait_patiently"": 0.937006, ""direct_approach"": 0.19132}","{""wait_patiently"": 0.08992, ""observe_scene"": 0.085991, ""approach_service"": 0.084042}","{""wait-acknowledge"": 0.04496, ""wait-for-turn"": 0.04496, ""scan-environment"": 0.042996, ""gaze-scan"": 0.042996, ""gaze-at-agent"": 0.042021, ""approach-counter"": 0.042021}",0.0
exp1,exp1_hospital_1110,hospital,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach",5,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach",5,1,1,1,0,9,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge,9,6,9.21034,1.151293,2.302585,15.310073,1.701119,1.151293,2,6,3,1.0,reception,0.52237,0.693048,0.52237,9.5e-05,0.477536,"{""observe_scene"": 0.876076, ""approach_service"": 0.852199, ""queue_position"": 0.847706, ""wait_patiently"": 0.819365, ""direct_approach"": 0.5679}","{""direct_approach"": 0.090141, ""approach_service"": 0.087569, ""observe_scene"": 0.08722, ""queue_position"": 0.082485, ""wait_patiently"": 0.077757}","{""engage-staff"": 0.04507, ""approach-counter"": 0.088855, ""gaze-at-agent"": 0.043784, ""scan-environment"": 0.04361, ""gaze-scan"": 0.04361, ""yield-pass"": 0.041242, ""position-in-queue"": 0.041242, ""wait-acknowledge"": 0.038878, ""wait-for-turn"": 0.038878}",0.0
exp1,exp1_hospital_0001,hospital,"observe_scene,approach_service,courtesy_space",3,"observe_scene,approach_service,courtesy_space",3,0,0,0,1,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> scan-environment -> gaze-scan -> approach-counter -> yield-pass,6,3,4.60517,0.921034,2.302585,9.616649,1.602775,0.921034,1,3,3,1.0,hospital,0.985004,0.078171,0.014951,4.5e-05,0.985004,"{""observe_scene"": 0.850727, ""approach_service"": 0.801477, ""courtesy_space"": 0.595524}","{""observe_scene"": 0.079313, ""approach_service"": 0.077446, ""courtesy_space"": 0.069216}","{""scan-environment"": 0.039656, ""gaze-scan"": 0.039656, ""gaze-at-agent"": 0.038723, ""approach-counter"": 0.038723, ""yield-pass"": 0.034608, ""gaze-avert"": 0.034608}",0.0
exp1,exp1_hospital_1001,hospital,"observe_scene,approach_service,queue_position,courtesy_space",4,"observe_scene,approach_service,queue_position,courtesy_space",4,1,0,0,1,7,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,position-in-queue,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> position-in-queue -> scan-environment -> gaze-scan -> approach-counter,7,4,4.60517,0.767528,2.302585,11.909224,1.701318,0.767528,2,4,3,1.0,hospital,0.766333,0.544012,0.233632,3.5e-05,0.766333,"{""observe_scene"": 0.861666, ""approach_service"": 0.823349, ""queue_position"": 0.876616, ""courtesy_space"": 0.529917}","{""queue_position"": 0.083591, ""observe_scene"": 0.081942, ""approach_service"": 0.079759, ""courtesy_space"": 0.070646}","{""yield-pass"": 0.077119, ""position-in-queue"": 0.041795, ""scan-environment"": 0.040971, ""gaze-scan"": 0.040971, ""gaze-at-agent"": 0.039879, ""approach-counter"": 0.039879, ""gaze-avert"": 0.035323}",0.0
exp1,exp1_hospital_0101,hospital,"observe_scene,approach_service,wait_patiently,courtesy_space",4,"observe_scene,approach_service,wait_patiently,courtesy_space",4,0,1,0,1,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> wait-acknowledge -> scan-environment -> gaze-at-agent -> yield-pass -> gaze-avert,8,4,11.512925,1.644704,2.302585,14.087033,1.760879,1.644704,1,4,4,1.0,hospital,0.991734,0.047916,0.008261,5e-06,0.991734,"{""observe_scene"": 0.850411, ""approach_service"": 0.800824, ""wait_patiently"": 0.947932, ""courtesy_space"": 0.597523}","{""wait_patiently"": 0.086908, ""observe_scene"": 0.082671, ""approach_service"": 0.080488, ""courtesy_space"": 0.071258}","{""wait-acknowledge"": 0.043454, ""wait-for-turn"": 0.043454, ""scan-environment"": 0.041335, ""gaze-scan"": 0.041335, ""gaze-at-agent"": 0.040244, ""approach-counter"": 0.040244, ""yield-pass"": 0.035629, ""gaze-avert"": 0.035629}",0.0
exp1,exp1_hospital_1101,hospital,"observe_scene,approach_service,queue_position,wait_patiently,courtesy_space",5,"observe_scene,approach_service,queue_position,wait_patiently,courtesy_space",5,1,1,0,1,9,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> yield-pass -> wait-acknowledge -> gaze-at-agent -> gaze-avert,9,5,6.907755,0.863469,2.302585,16.001352,1.777928,0.863469,2,5,4,1.0,hospital,0.856662,0.411026,0.143334,4e-06,0.856662,"{""observe_scene"": 0.857165, ""approach_service"": 0.814332, ""queue_position"": 0.885664, ""wait_patiently"": 0.914165, ""courtesy_space"": 0.557001}","{""wait_patiently"": 0.08835, ""queue_position"": 0.08559, ""observe_scene"": 0.083793, ""approach_service"": 0.081452, ""courtesy_space"": 0.071757}","{""wait-acknowledge"": 0.044175, ""wait-for-turn"": 0.044175, ""yield-pass"": 0.078674, ""position-in-queue"": 0.042795, ""scan-environment"": 0.041896, ""gaze-scan"": 0.041896, ""gaze-at-agent"": 0.040726, ""approach-counter"": 0.040726, ""gaze-avert"": 0.035879}",0.0
exp1,exp1_hospital_0011,hospital,"observe_scene,approach_service,direct_approach,courtesy_space",4,"observe_scene,approach_service,courtesy_space",3,0,0,1,1,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> scan-environment -> gaze-scan -> approach-counter -> yield-pass,6,3,4.60517,0.921034,2.302585,9.616649,1.602775,0.921034,1,3,3,1.0,hospital,0.960321,0.167347,0.039623,5.6e-05,0.960321,"{""observe_scene"": 0.851956, ""approach_service"": 0.80394, ""direct_approach"": 0.181701, ""courtesy_space"": 0.588124}","{""observe_scene"": 0.079313, ""approach_service"": 0.077446, ""courtesy_space"": 0.069216}","{""scan-environment"": 0.039656, ""gaze-scan"": 0.039656, ""gaze-at-agent"": 0.038723, ""approach-counter"": 0.038723, ""yield-pass"": 0.034608, ""gaze-avert"": 0.034608}",0.0
exp1,exp1_hospital_1011,hospital,"observe_scene,approach_service,queue_position,direct_approach,courtesy_space",5,"observe_scene,approach_service,queue_position,direct_approach,courtesy_space",5,1,0,1,1,8,"approach-counter,engage-staff,gaze-at-agent,gaze-avert,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> position-in-queue -> scan-environment -> gaze-scan -> gaze-avert,8,5,11.512925,1.644704,2.302585,13.809811,1.726226,1.644704,2,5,3,1.0,hospital,0.546812,0.689096,0.453156,3.2e-05,0.546812,"{""observe_scene"": 0.872643, ""approach_service"": 0.845303, ""queue_position"": 0.854665, ""direct_approach"": 0.512527, ""courtesy_space"": 0.46406}","{""queue_position"": 0.078359, ""observe_scene"": 0.075882, ""approach_service"": 0.072055, ""courtesy_space"": 0.06567, ""direct_approach"": 0.042602}","{""yield-pass"": 0.072015, ""position-in-queue"": 0.039179, ""scan-environment"": 0.037941, ""gaze-scan"": 0.037941, ""gaze-at-agent"": 0.036027, ""approach-counter"": 0.057329, ""gaze-avert"": 0.032835, ""engage-staff"": 0.021301}",0.0
exp1,exp1_hospital_0111,hospital,"observe_scene,approach_service,wait_patiently,direct_approach,courtesy_space",5,"observe_scene,approach_service,wait_patiently,courtesy_space",4,0,1,1,1,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> wait-acknowledge -> scan-environment -> gaze-at-agent -> yield-pass -> gaze-avert,8,4,11.512925,1.644704,2.302585,14.087033,1.760879,1.644704,1,4,4,1.0,hospital,0.977851,0.106345,0.022142,6e-06,0.977851,"{""observe_scene"": 0.851104, ""approach_service"": 0.802212, ""wait_patiently"": 0.944462, ""direct_approach"": 0.167714, ""courtesy_space"": 0.593359}","{""wait_patiently"": 0.086908, ""observe_scene"": 0.082671, ""approach_service"": 0.080488, ""courtesy_space"": 0.071258}","{""wait-acknowledge"": 0.043454, ""wait-for-turn"": 0.043454, ""scan-environment"": 0.041335, ""gaze-scan"": 0.041335, ""gaze-at-agent"": 0.040244, ""approach-counter"": 0.040244, ""yield-pass"": 0.035629, ""gaze-avert"": 0.035629}",0.0
exp1,exp1_hospital_1111,hospital,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach,courtesy_space",6,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach,courtesy_space",6,1,1,1,1,10,"approach-counter,engage-staff,gaze-at-agent,gaze-avert,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge -> gaze-avert,10,6,9.21034,1.023371,2.302585,18.265771,1.826577,1.023371,2,6,4,1.0,hospital,0.68737,0.621243,0.312625,4e-06,0.68737,"{""observe_scene"": 0.865629, ""approach_service"": 0.831261, ""queue_position"": 0.868735, ""wait_patiently"": 0.871842, ""direct_approach"": 0.4001, ""courtesy_space"": 0.506213}","{""wait_patiently"": 0.083896, ""queue_position"": 0.081086, ""observe_scene"": 0.078666, ""approach_service"": 0.074848, ""courtesy_space"": 0.067675, ""direct_approach"": 0.04396}","{""wait-acknowledge"": 0.041948, ""wait-for-turn"": 0.041948, ""yield-pass"": 0.074381, ""position-in-queue"": 0.040543, ""scan-environment"": 0.039333, ""gaze-scan"": 0.039333, ""gaze-at-agent"": 0.037424, ""approach-counter"": 0.059404, ""gaze-avert"": 0.033838, ""engage-staff"": 0.02198}",0.0
